datasetid,title,citation,DOI,licence,accessconstraint,abstract,description,contact,include,complete,theme,keyword
4688,LifeWatch observatory data: phytoplankton observations by imaging flow cytometry (FlowCam) in the Belgian Part of the North Sea,"Flanders Marine Institute (VLIZ), Belgium (2017): LifeWatch observatory data: zooplankton observations in the Belgian Part of the North Sea https://doi.org/10.14284/299", https://doi.org/10.14284/299,Attribution (CC BY),NA,"In the framework of the Lifewatch marine observatory a number of fixed stations on the Belgian Part of the North Sea (BPNS) are visited on a monthly or seasonal basis using the RV Simon Stevin. A grid of nine stations covers the coastal zone and are sampled monthly. Eight additional stations, located further at sea, are sampled on a seasonal basis.

This dataset contains zooplankton observations in the Belgian Part of the North Sea (BPNS) since 2012.",NA,Vlaams Instituut voor de Zee,F,NA,Zooplankton,"Data , Marine Genomics , Zooplankton"
4691,Total phytoplankton inventory in the Southern Bight of the North Sea between 1973 and 1974,"Flanders Marine Institute (VLIZ), Belgium (2019): LifeWatch observatory data: phytoplankton observations by imaging flow cytometry (FlowCam) in the Belgian Part of the North Sea https://doi.org/10.14284/330", https://doi.org/10.14284/330,Attribution (CC BY),NA,"In the framework of the Lifewatch marine observatory a number of fixed stations on the Belgian Part of the North Sea (BPNS) are visited on a monthly or seasonal basis using the RV Simon Stevin. A grid of nine stations covers the coastal zone and are sampled monthly. Eight additional stations, located further at sea, are sampled on a seasonal basis.

This dataset contains phytoplankton observations in the Belgian Part of the North Sea (BPNS) since May 2017. Phytoplankton is sampled by a plankton Apstein net of 55 micrometers mesh size. The samples are filtered in a 300 µm mesh size net and processed with the FlowCAM VS-4 at 4X magnification, using a FC300 flow cell, at a flow rate of 1.7mL/min. The identification of the samples is done with the software VisualSpreadsheet and the automatic classification is validated by an experienced operator.",NA,Vlaams Instituut voor de Zee,F,NA,Phytoplankton,"Biodiversiteit , Biological monitoring , Data , Fytoplankton , Marine Genomics"
4692,Total phytoplankton inventory in the Southern Bight of the North Sea in 1971,Huys L.; Laboratorium voor Hydro(bio)logie. KUL: Belgium; (2019): Total phytoplankton inventory in the Southern Bight of the North Sea between 1973 and 1974. Marine Data Archive. https://doi.org/10.14284/337, https://doi.org/10.14284/337,Attribution (CC BY),NA,Phytoplankton abundances and cell counts for 45 stations in the Southern Bight of the North Sea between November 1973 and May 1974.The data are digitized from technical reports in the frame of the 4DEMON project.,"The dataset provides information on abundances and densities of phytoplankton species for 45 ""Mechele"" stations in the North Sea between November 1973 and 10 May 1974. Samples were taken from different depths. Additional information (count of living or dead cells) is given.",Vlaams Instituut voor de Zee,F,NA,Phytoplankton,Fytoplankton
4697,Spatial variation of the zooplankton community in the Belgian part of the North Sea on 18-19 April 1978,Robijns J.; Rabijns M.; Huys L.; Louis A.; Laboratorium voor Algologie/Fytohydrobiologie. KUL: Belgium; (2019): Total phytoplankton inventory in the Southern Bight of the North Sea in 1971. Marine Data Archive. https://doi.org/10.14284/334, https://doi.org/10.14284/334,Attribution (CC BY),NA,"Phytoplankton abundances and cell counts for 11 stations in the Southern Bight of the North Sea sampled in January, June and July 1971.The data are digitized from technical reports in the frame of the 4DEMON project.","The dataset provides information on abundances and densities of phytoplankton species for 11 ""Mechele"" stations in the North Sea sampled in January (30-31), June (25-26-27) and between 05 and 10 July 1971. Samples were taken from different depths.",Vlaams Instituut voor de Zee,F,NA,Phytoplankton,Fytoplankton
4726,Micro- and nannoplankton in Belgian coastal waters near Nieuwpoort between 1970 and 1972,Bossicart M.; Laboratorium voor Ekologie en Systematiek. VUB: Belgium; (2016): Spatial variation of the zooplankton community in the Belgian part of the North Sea on 18-19 April 1978. https://doi.org/10.14284/268, https://doi.org/10.14284/268,Attribution (CC BY),NA,Qualitative and quantitative composition and spatial distribution of the zooplankton community for 32 stations sampled on 18-19 April 1978 in the Belgian part of the North Sea.The data are digitized from technical reports in the frame of the 4DEMON project.,"Dataset contains data on densities (number of individuals per unit volume of the water) of the most abundant zooplankton taxa found on 32 stations during a 3-day sampling campaign on 17-18-19 April 1978 in the Belgian part of the North Sea. For each unique eventID individual copepoda species belonging to the orders Calanoida, Cyclopoida or Harpacticoida were identified and their individual density was noted. For each station environmental parameters such as salinity, temperature and chlorophyll a concentration were measured.",Vlaams Instituut voor de Zee,F,NA,Zooplankton,
4755,Phytoplankton in the western North Sea between 1976 and 1977,De Pauw N.; Laboratorium voor Ekologie. Rijksuniversitair Centrum Antwerpen: Belgium; (2019): Micro- and nannoplankton in Belgian coastal waters near Nieuwpoort between 1970 and 1972. Marine Data Archive. https://doi.org/10.14284/338, https://doi.org/10.14284/338,Attribution (CC BY),NA,Qualitative and quantitative analysis of micro- and nannoplankton found between 1970 and 1972 in Belgian coastal waters near Nieuwpoort. The data were digitized from technical reports in the frame of the 4DEMON project.,"Examination of the qualitative and quantitative composition of the micro-and nannoplankton community in coastal waters near Nieuwpoort-Lombardsijde. 9 stations were sampled monthly during 2 years (23 campaigns between 12 May 1970 - 16 May 1972). The dataset describes overall species richness and species were classified in 6 density classes according to the number of cells per liter. Numerical productivity is given for following taxa: Ciliata, Centrales, Pyrrophyta, Nannoflagellata and Pennales. Total plankton biomass was calculated depending on average plasma volumes of the cells. Chlorophyll a concentration was determined spectrophotometrically for 108 samples.",Vlaams Instituut voor de Zee,F,NA,Phytoplankton,"Fytoplankton , Microplankton , Nanoplankton"
4756,"Total phytoplankton inventory in the western part (Grote Rede, Negenvaam, Buiten Ratel, Oost Dyck) of the North Sea between 1977 and 1978",Vanlangendonck C.; Louis A.; Laboratorium van Algologie. KUL: Belgium; (2019): Phytoplankton in the western North Sea between 1976 and 1977. Marine Data Archive. https://doi.org/10.14284/339, https://doi.org/10.14284/339,Attribution (CC BY),NA,Qualitative study on phytoplankton species found in the western North Sea between 1976 and 1977. The data were digitized from technical reports in the frame of the 4DEMON project.,Dataset on phytoplankton densities (cells/L) for species found on 4 locations (Zone I - Zone IV) in the western North Sea during a 1-year study with a total of 24 sampling days between 21 October 1976 and 04 October 1977.,Vlaams Instituut voor de Zee,F,NA,Phytoplankton,Fytoplankton
4862,Phytoplankton and environmental study in the Southern North Sea between 1974 and 1978,"De Block E.; Dekelver L.; De Roover F.; Goossens A.; Minten J.; Piron J.; Reniers B.; Symens D.; Louis A.; Laboratorium van Algologie. KUL: Belgium; (2019): Total phytoplankton inventory in the western part (Grote Rede, Negenvaam, Buiten Ratel, Oost Dyck) of the North Sea between 1977 and 1978. Marine Data Archive. https://doi.org/10.14284/341", https://doi.org/10.14284/341,Attribution (CC BY),NA,"Abundances and densities of phytoplankton species at Flemish (Negenvaam, Buiten Ratel and Oost Dyck) and Western Coastal Banks (Grote Rede) sampled between 1977 and 1978. The data are digitized from technical reports in the frame of the 4DEMON project.","A total of 650 samples were taken at different depths (0-5-10-15m) at Grote Rede (West1), Negenvaam (West2), Buiten Ratel (West3) and Oost Dyck (West4), part of the Flemish and Western Coastal Banks. The dataset provides information on abundances and densities (cell counts per liter) of some algal phyla and determined phytoplankton species found between 13 October 1977 and 19 October 1978 (5 sampling days in 1977 and 20 in 1978).",Vlaams Instituut voor de Zee,F,NA,Phytoplankton,Fytoplankton
4864,Total phytoplankton inventory in the North Sea and the river Scheldt in 1972,Smeets J.; Louis A.; Laboratorium voor Hydrobiologie. KUL: Belgium; (2019): Phytoplankton and environmental study in the Southern North Sea between 1974 and 1978. Marine Data Archive. https://doi.org/10.14284/340, https://doi.org/10.14284/340,Attribution (CC BY),NA,Abundance of phytoplankton species and related environmental parameters for 8 zones in the Southern North Sea between October 1974 and October 1978. The data were digitized from technical reports in the frame of the 4DEMON project.,A total of 2417 water samples were taken at different depths (0-5-10-15m) at 8 zones (4 East and 4 West) in Belgian waters between 02 October 1974 and 19 October 1978.  The dataset provides information on abundances and densities (cell counts per liter) of the most abundant phytoplankton species and an overview is given on corresponding abiotic components to describe the dynamic and chemical character of the environment.,Vlaams Instituut voor de Zee,F,NA,"Phytoplankton , Water composition","Fytoplankton , Omgevingsvariabelen"
4936,Phytoplankton and environmental study in the Southern North Sea between 1971 and 1973,Projekt Zee - Phytoplankton Consortium: Belgium; (2019): Total phytoplankton inventory in the North Sea and the river Scheldt in 1972. Marine Data Archive. https://doi.org/10.14284/336, https://doi.org/10.14284/336,Attribution (CC BY),NA,Overview of phytoplankton species in the Southern Bight of the North Sea and in the Scheldt estuary between July and October 1972. The data are digitized from technical reports in the frame of the 4DEMON project.,The dataset provides information on abundances and densities of phytoplankton species between 24 July and 05 October 1972 for 26 stations in the North Sea and some stations in the river Scheldt. Samples were taken from different depths. Additional information (count of living or dead cells) is given.,Vlaams Instituut voor de Zee,F,NA,Phytoplankton,Fytoplankton
5078,Zooplankton counts measured at the West-Hinder in 1902,Rabijns M.; Louis A.; Laboratorium voor Fytohydrobiologie. KUL: Belgium; (2019): Phytoplankton and environmental study in the Southern North Sea between 1971 and 1973. Marine Data Archive. https://doi.org/10.14284/335, https://doi.org/10.14284/335,Attribution (CC BY),NA,Abundance of phytoplankton species and related environmental parameters for 57 stations in the Southern Bight of the  North Sea between January 1971 and June 1973. The data were digitized from technical reports in the frame of the 4DEMON project.,"Dataset on densities of phytoplankton species and corresponding environmental parameters (temperature, salinity, nutrients, oxygen and some metals) for 57 stations in the North Sea between 23 January 1971 and 28 June 1973. A total of 786 samples were taken from different depths. Additional information (count of living or dead cells) is given.",Vlaams Instituut voor de Zee,F,NA,"Phytoplankton , Water composition","Fytoplankton , Omgevingsvariabelen"
5080,Distribution and community structure of benthic copepods in the Delta area and the Ems-Dollard between 1976 and 1981,"Gilson G.; Zeewetenschappelijk Instituut (ZWI), Belgium; (2015): Zooplankton counts measured at the West-Hinder in 1902. https://doi.org/10.14284/34", https://doi.org/10.14284/34,Attribution (CC BY),NA,"This dataset is part of the historic monitoring campaign onboard of the lightship West-Hinder. Temperature, salinity & alkalinity were measured daily. At the same time plankton samples were taken. The presences/absences for plankton samples were recovered by ICES. The quantitative data could not be found, but zooplankton counts for 1902 were published in Van Meel 1975. La Mer du Nord méridionale, le Pas-de-Calais et la Manche: essai d'écologie marine, principalement en ce qui concerne le microplancton: II. Etude planctonique. Data were digitized by VLIZ in the frame of the LifeWatch project.",NA,Vlaams Instituut voor de Zee,F,NA,Zooplankton,"West-Hinder , Zooplankton species"
5097,Aplacophora distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,Willems K.A.; Coomans A.; Faculteit Wetenschappen. RUG: Belgium; (2016): Distribution and community structure of benthic copepods in the Delta area and the Ems-Dollard between 1976 and 1981. https://doi.org/10.14284/216, https://doi.org/10.14284/216,Attribution (CC BY),NA,"Frequency, density and biomass of copepoda species for several stations in the Oosterschelde, Grevelingen and the Eems-Dollard sampled between 1976 and 1983. The data were digitized by VLIZ from the original report: Willems, K.A. (1989). Verspreiding, ecologie en gemeenschapsstructuur van benthische copepoden in het Delta-gebied en de Eems-Dollard (Nederland). PhD Thesis. Rijksuniversiteit Gent, Faculteit der Wetenschappen: Gent. 2 vol. (440, 198) pp.","List of Copepoda species sampled between 1976 and 1983 for 29 stations in Grevelingen, 40 stations in the Oosterschelde, 19 stations in the Ems-Dollard and the Westerschelde. For each species the following parameters are given: absolute frequency, average density and individual dry weight biomass in µg is calculated.",Vlaams Instituut voor de Zee,F,NA,"Benthos , Ecology - biodiversity","Benthic community structure , Frequentie , Verspreiding"
5100,"Historic data (1908-1963) of benthic macrofauna from the Limfjord, Denmark","Ivanov, D.L.; Scheltema, A.H.; (2015). Aplacophora distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/259", https://doi.org/10.14284/259,Attribution (CC BY),NA,An annotated check-list is given of Aplacophora species occurring deeper than 2000 m in the seas bordering Europe. The check-list is based on published data. The check-list includes 18 species.,NA,Dmitri Ivanov,F,NA,Invertebrates,
5101,"Historic fish data (1921-1953) from the Limfjord, Denmark","National Institute of Aquatic Resources (Aqua) - DTU, Denmark; International Council for the Exploration of the Sea (ICES), Denmark (2016): Historic data (1908-1963) of benthic macrofauna from the Limfjord, Denmark",NA,Attribution (CC BY),NA,This historic benthic macrofauna dataset was digitized and standardized by ICES iin the framework of the EMODNet Biology project. It contains data from the Danish Biological Station who collected quantitative samples of the benthic macrofauna on a yearly basis from a range of stations in the Limjord during more than 5 decades.,NA,Jørgen Nørrevang Jensen,F,NA,Benthos,
5122,Ascidiacea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"National Institute of Aquatic Resources (Aqua) - DTU, Denmark; International Council for the Exploration of the Sea (ICES), Denmark (2016): Historic fish data (1921-1953) from the Limfjord, Denmark",NA,Attribution (CC BY),NA,This historic fish dataset was digitized and standardized by ICES iin the framework of the EMODNet Biology project. It contains data from the Danish Biological Station who collected quantitative fish samples on a yearly basis from a range of stations in the Limjord during more than 3 decades.,NA,Jørgen Nørrevang Jensen,F,NA,Fish,
5124,Asteroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Sanamyan, K.; (2015). Ascidiacea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/258", https://doi.org/10.14284/258,Attribution (CC BY),NA,An annotated check-list is given of Ascidiacea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 54 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Karen Sanamyan,F,NA,Invertebrates,
5127,Bivalvia distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Dilman, A.B.; (2015). Asteroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/257", https://doi.org/10.14284/257,Attribution (CC BY),NA,An annotated check-list is given of Asteroidea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 66 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Anna Dilman,F,NA,Invertebrates,
5128,Brachiopoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Janssen, R.; Krylova, E.M.; (2015). Bivalvia distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/256", https://doi.org/10.14284/256,Attribution (CC BY),NA,An annotated check-list is given of Bivalvia species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 252 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Ronald Janssen,F,NA,Invertebrates,
5129,Bryozoa distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Zezina, O.N.; (2015). Brachiopoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/255", https://doi.org/10.14284/255,Attribution (CC BY),NA,An annotated check-list is given of Brachiopoda species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The check-list includes 12 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Olga Zezina,F,NA,Invertebrates,
5133,Crinoidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Denisenko, N.V.; (2015). Bryozoa distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/249", https://doi.org/10.14284/249,Attribution (CC BY),NA,An annotated check-list is given of Bryozoa species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 60 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Nina Denisenko,F,NA,Invertebrates,
5134,Echinoidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Mironov, A.N.; Améziane, N.; Eléaume, M.P.; (2015). Crinoidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/253", https://doi.org/10.14284/253,Attribution (CC BY),NA,An annotated check-list is given of Crinoidea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 21 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Alexander Mironov,F,NA,Invertebrates,
5135,Echiura distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Mironov, A.N.; (2015). Echinoidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/252", https://doi.org/10.14284/252,Attribution (CC BY),NA,An annotated check-list is given of Echinoidea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 28 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Alexander Mironov,F,NA,Invertebrates,
5136,Gastropoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Murina, V.V.; (2015). Echiura distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe. https://doi.org/10.14284/251", https://doi.org/10.14284/251,Attribution (CC BY),NA,An annotated check-list is given of Echiura species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 23 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Galina Vansetti Murina,F,NA,Invertebrates,
5137,Holothuroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Sysoev, A.V.; (2016). Gastropoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Gastropoda species occurring deeper than 2000 m in the seas bordering Europe.,The check-list is based on published data. The checklist includes 221 species. For each species data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.,Alexander Sysoev,F,NA,Invertebrates,
5141,Ophiuroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Gebruk, A.V.; Smirnov, A.V.; Rogacheva, A.V.; (2016). Holothuroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Holothuroidea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The check-list includes 78 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Andrey Gebruk,F,NA,Invertebrates,
5144,Polychaeta distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Smirnov, I.S.; Piepenburg, D.; Ahearn, C.; Juterzenka, K.V.; (2016). Ophiuroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Ophiuroidea species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The check-list includes 75 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Igor Smirnov,F,NA,Invertebrates,"Data , Marine Genomics"
5146,Pycnogonida distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Budaeva, N.E.; Jirkov, I.A.; Savilova, T.A.; Paterson, G.L.J.; (2017). Polychaeta distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Polychaeta species occurring deeper than 2000 m in the seas bordering Europe.,The check-list is based on published data. The checklist includes 175 species. Synonymy and data on localities in European seas are provided. Station data are presented separately in the present thematic issue.,Nataliya Budaeva,F,NA,Invertebrates,
5147,Scleractinia distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Turpaeva, E.P.; Raiskiy, A.K.; (2016). Pycnogonida distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Pycnogonida species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The check-list includes 28 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Alex Raiskiy,F,NA,Invertebrates,
5149,Xenophyophores distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe,"Keller, N.B.; (2016). Scleractinia distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Scleractinia species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The checklist includes 23 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Natalia Keller,F,NA,Invertebrates,
5154,Study on plankton at the port of Ostend in 1965,"Kamenskaya, O.E.; (2016). Xenophyophores distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe.",NA,Attribution (CC BY),NA,An annotated check-list is given of Xenophyophores species occurring deeper than 2000 m in the seas bordering Europe.,"The check-list is based on published data. The check-list includes 16 species. For each species synonymy, data on localities in European seas and general species distribution are provided. Station data are presented separately in the present thematic issue.",Olga Kamenskaya,F,NA,Invertebrates,
5184,Type locality distributions from the World Register of Marine Species,De Pauw N.; Rijksuniversitair Centrum Antwerpen. RUCA: Belgium; (2015): Study on plankton at the port of Ostend in 1965. https://doi.org/10.14284/72, https://doi.org/10.14284/72,Attribution (CC BY),NA,"List of collected phytoplankton and zooplankton taxa and their densities sampled at 3 points in the port of Oostende in 1965. The data were digitized by VLIZ from the original report: De Pauw, N. (1969). Contribution à l'étude du plankton dans le port d'Ostende.",Surface plankton samples of 50L were collected using a plankton net (40µm) at 3 points in the port of oostende. In the first part of the dataset an overview of all species found during the whole sampling period is given. The second part of the dataset gives a detailed overview of species (and their densities per 50L) which were present (or absent) per month and per sampling point. The third part of the dataset contains some physicochemical measurements for bimonthly samples at the 3 sampling points.,Vlaams Instituut voor de Zee,F,NA,"Ecology - biodiversity , Phytoplankton , Zooplankton",Plankton communities
5430,Study of epibenthos and demersal fish in and around the dredging areas of the Belgian Continental Shelf (1977-1981),WoRMS Editorial Board (2019). Type locality distributions from the World Register of Marine Species. Available from http://www.marinespecies.org at VLIZ. Accessed on YYYY-MM-DD.,NA,Attribution (CC BY),NA,Extraction of type locality information from the World Register of Marine Species.,NA,Leen Vandepitte,F,NA,Ecology - biodiversity,
5436,Study of epibenthos and demersal fish in and around the thiocarbamate discharge area of the Belgian Continental Shelf (1977-1981),Maertens D.; Rijksstation voor Zeevisserij; Centrum voor Landbouwkundig Onderzoek (CLO): Belgium; (2016): Study of epibenthos and demersal fish in and around the dredging areas of the Belgian Continental Shelf (1977-1981). https://doi.org/10.14284/192, https://doi.org/10.14284/192,Attribution (CC BY),NA,"Presence, density and biomass data for ichtyofauna and epibenthos sampled in and around the dredging areas between 1977 and 1981. The data were digitized by VLIZ from the original report: Maertens, D. (1984). Analyse van de levensgemeenschappen op het Belgisch Kontinentaal Plat: studie van de epibenthale biocoenoses en van de demersale Pisces in en rondom de baggerzones. Mededelingen van het Rijksstation voor Zeevisserij (CLO Gent), 201. CLO Gent: Gent. 45, + annexes pp.","The first part of the dataset contains a list of all epibenthos and fish species caught in and around the dredging areas between 1977 and 1981. Next seven sampling points (BV1-BV7) were choosen in the dredging areas and divided in 2 zones (Zone I and Zone II). Per sampling point and sampling date or period abiotic factors and some exceptional catch data are given. Per zone and per year (1977-1981) average density, biomass, diversity, dominance and association indices for epibenthos and fish is calculated. Eventually density of autumn samplings for most important groups of epibenthos and fish is given.",Vlaams Instituut voor de Zee,F,NA,"Benthos , Productivity - biomass , Fish","Abiotische factoren , Baggerwerk , Demersal fishes , Dredging wastes , Ecologische monitoring , Epibenthos"
5463,Biological Reference Collections ICM CSIC,Maertens D.; Vanhee W.; Rijksstation voor Zeevisserij; Centrum voor Landbouwkundig Onderzoek (CLO): Belgium; (2016): Study of epibenthos and demersal fish in and around the thiocarbamate discharge area of the Belgian Continental Shelf (1977-1981). https://doi.org/10.14284/204, https://doi.org/10.14284/204,Attribution (CC BY),NA,"Presence, density and biomass data for ichtyofauna and epibenthos sampled in the STAUFFER discharge area between 1977 and 1981 and comparison of these data with some coastal reference points choosen in the Belgian Part of the North Sea. The data were digitized by VLIZ from the original report: Maertens, D.; Vanhee, W. (1985). Analyse van de levensgemeenschappen op het Belgisch Kontinentaal Plat: studie van de epibenthale fauna en van de demersale Pisces in het lozingsgebied voor thiocarbamaat afvalstoffen. Partim: biologisch monitoring onderzoek 1977-81. Rapport Stauffer/MON/BIO/4/81. Rijksstation voor Zeevisserij: Oostende. 10 + annexes pp.","Species list of epibenthos and fish in and around the Stauffer discharge area in 1977-1978, 1979, 1980 and 1981. Density, biomass, dominance and diversity of fish and epibenthos from 1977 to 1981. Stauffer densities of most important groups of epibenthos and fish and some commercial fish and shrimp are compared with those sampled at some choosen reference points (Oostende, Zeebrugge, Koksijde, Nieuwpoort and Blankenberge).",Vlaams Instituut voor de Zee,F,NA,"Benthos , Fish","Afvalstoffen , Carbamate , Demersal fishes , Discharge , Dumping , Ecologische monitoring , Epibenthos , Ichthyofauna"
5464,Zariquiey Collection. Biological Reference Collections ICM CSIC.,Olivas González F J (2016): Biological Reference Collections ICM CSIC. Institute of Marine Sciences (ICM-CSIC). https://dx.doi.org/10.15470/qlqqdx,https://dx.doi.org/10.15470/qlqqdx,Attribution-NonCommercial (CC BY-NC),NA,"The Biological Reference Collections (CBR) are located at the Institute of Marine Sciences (ICM-CSIC) in Barcelona. They were created in 1981, thanks to the efforts of Jaume Rucabado, Domingo Lloris and Concepción Allué.","However, its official opening for the consultation was not carried out up until March of 1982. They are catalogued by the Spanish Ministery of Culture from 1990 (C. Sanz-Pastor and F. de Piérola, 1990. - Museos y Colecciones de España). Research lines don't exist. The biological collections are an Unit of Service of the ICM for the cataloguing, the preservation and the study of the deposited marine organisms (fish, crustaceans, cephalopods and echinoderms). The access to the CBR is carried out after previous application to the curator and keeping in mind the work to carry out. This application can be made in person or by means of postal mail, e-mail, fax or telephone. It is also possible to be access to the preserved specimens previous application backed up by some scientific institution. In this supposition, the applicant will receive by mail or messenger the ordered material without postal costs. After the agreed time, the applicant will return the material paying himself the postal fees. Use restrictions: 1 -The type specimens are not sent and they can only be consulted in the facilities of the CBR. 2 - the borrowed material won't be subjected to destructive techniques (dissection, extraction of organs, etc.), for that supposition additional material exists. Only in special cases the extraction of some samples can be authorized, but always under previous application.",Francisco Javier Olivas González,F,NA,"Benthos , Fish",Museum specimens
